relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,yes_x_coord,no_x_coord,stage
is opposite to,2,is the same as,3,,,,3,opposite to,1,yes,250,-250,21
is opposite to,2,is the same as,3,,,,1,opposite to,3,yes,250,-250,21
is the same as,2,is opposite to,3,,,,3,opposite to,1,yes,250,-250,21
is the same as,2,is opposite to,3,,,,1,opposite to,3,yes,250,-250,21
is opposite to,2,is the same as,3,,,,3,the same as,1,no,250,-250,21
is opposite to,2,is the same as,3,,,,1,the same as,3,no,250,-250,21
is the same as,2,is opposite to,3,,,,3,the same as,1,no,250,-250,21
is the same as,2,is opposite to,3,,,,1,the same as,3,no,250,-250,21
is opposite to,2,is the same as,3,,,,3,opposite to,2,no,250,-250,21
is opposite to,2,is the same as,3,,,,2,opposite to,3,no,250,-250,21
is the same as,2,is opposite to,3,,,,3,opposite to,2,yes,250,-250,21
is the same as,2,is opposite to,3,,,,2,opposite to,3,yes,250,-250,21
is opposite to,2,is the same as,3,,,,3,the same as,2,yes,250,-250,21
is opposite to,2,is the same as,3,,,,2,the same as,3,yes,250,-250,21
is the same as,2,is opposite to,3,,,,3,the same as,2,no,250,-250,21
is the same as,2,is opposite to,3,,,,2,the same as,3,no,250,-250,21
is opposite to,2,is the same as,3,,,,1,opposite to,2,yes,250,-250,21
is opposite to,2,is the same as,3,,,,2,opposite to,1,yes,250,-250,21
is the same as,2,is opposite to,3,,,,1,opposite to,2,no,250,-250,21
is the same as,2,is opposite to,3,,,,2,opposite to,1,no,250,-250,21
is opposite to,2,is the same as,3,,,,1,the same as,2,no,250,-250,21
is opposite to,2,is the same as,3,,,,2,the same as,1,no,250,-250,21
is the same as,2,is opposite to,3,,,,1,the same as,2,yes,250,-250,21
is the same as,2,is opposite to,3,,,,2,the same as,1,yes,250,-250,21
is opposite to,3,is the same as,2,,,,3,opposite to,1,yes,250,-250,21
is opposite to,3,is the same as,2,,,,1,opposite to,3,yes,250,-250,21
is the same as,3,is opposite to,2,,,,3,opposite to,1,yes,250,-250,21
is the same as,3,is opposite to,2,,,,1,opposite to,3,yes,250,-250,21
is opposite to,3,is the same as,2,,,,3,the same as,1,no,250,-250,21
is opposite to,3,is the same as,2,,,,1,the same as,3,no,250,-250,21
is the same as,3,is opposite to,2,,,,3,the same as,1,no,250,-250,21
is the same as,3,is opposite to,2,,,,1,the same as,3,no,250,-250,21
is opposite to,3,is the same as,2,,,,3,opposite to,2,no,250,-250,21
is opposite to,3,is the same as,2,,,,2,opposite to,3,no,250,-250,21
is the same as,3,is opposite to,2,,,,3,opposite to,2,yes,250,-250,21
is the same as,3,is opposite to,2,,,,2,opposite to,3,yes,250,-250,21
is opposite to,3,is the same as,2,,,,3,the same as,2,yes,250,-250,21
is opposite to,3,is the same as,2,,,,2,the same as,3,yes,250,-250,21
is the same as,3,is opposite to,2,,,,3,the same as,2,no,250,-250,21
is the same as,3,is opposite to,2,,,,2,the same as,3,no,250,-250,21
is opposite to,3,is the same as,2,,,,1,opposite to,2,yes,250,-250,21
is opposite to,3,is the same as,2,,,,2,opposite to,1,yes,250,-250,21
is the same as,3,is opposite to,2,,,,1,opposite to,2,no,250,-250,21
is the same as,3,is opposite to,2,,,,2,opposite to,1,no,250,-250,21
is opposite to,3,is the same as,2,,,,1,the same as,2,no,250,-250,21
is opposite to,3,is the same as,2,,,,2,the same as,1,no,250,-250,21
is the same as,3,is opposite to,2,,,,1,the same as,2,yes,250,-250,21
is the same as,3,is opposite to,2,,,,2,the same as,1,yes,250,-250,21
is opposite to,3,is the same as,1,,,,3,opposite to,1,no,250,-250,21
is opposite to,3,is the same as,1,,,,1,opposite to,3,no,250,-250,21
is the same as,3,is opposite to,1,,,,3,opposite to,1,yes,250,-250,21
is the same as,3,is opposite to,1,,,,1,opposite to,3,yes,250,-250,21
is opposite to,3,is the same as,1,,,,3,the same as,1,yes,250,-250,21
is opposite to,3,is the same as,1,,,,1,the same as,3,yes,250,-250,21
is the same as,3,is opposite to,1,,,,3,the same as,1,no,250,-250,21
is the same as,3,is opposite to,1,,,,1,the same as,3,no,250,-250,21
is opposite to,3,is the same as,1,,,,3,opposite to,2,yes,250,-250,21
is opposite to,3,is the same as,1,,,,2,opposite to,3,yes,250,-250,21
is the same as,3,is opposite to,1,,,,3,opposite to,2,yes,250,-250,21
is the same as,3,is opposite to,1,,,,2,opposite to,3,yes,250,-250,21
is opposite to,3,is the same as,1,,,,3,the same as,2,no,250,-250,21
is opposite to,3,is the same as,1,,,,2,the same as,3,no,250,-250,21
is the same as,3,is opposite to,1,,,,3,the same as,2,no,250,-250,21
is the same as,3,is opposite to,1,,,,2,the same as,3,no,250,-250,21
is opposite to,3,is the same as,1,,,,1,opposite to,2,yes,250,-250,21
is opposite to,3,is the same as,1,,,,2,opposite to,1,yes,250,-250,21
is the same as,3,is opposite to,1,,,,1,opposite to,2,no,250,-250,21
is the same as,3,is opposite to,1,,,,2,opposite to,1,no,250,-250,21
is opposite to,3,is the same as,1,,,,1,the same as,2,no,250,-250,21
is opposite to,3,is the same as,1,,,,2,the same as,1,no,250,-250,21
is the same as,3,is opposite to,1,,,,1,the same as,2,yes,250,-250,21
is the same as,3,is opposite to,1,,,,2,the same as,1,yes,250,-250,21
is opposite to,1,is the same as,3,,,,3,opposite to,1,no,250,-250,21
is opposite to,1,is the same as,3,,,,1,opposite to,3,no,250,-250,21
is the same as,1,is opposite to,3,,,,3,opposite to,1,yes,250,-250,21
is the same as,1,is opposite to,3,,,,1,opposite to,3,yes,250,-250,21
is opposite to,1,is the same as,3,,,,3,the same as,1,yes,250,-250,21
is opposite to,1,is the same as,3,,,,1,the same as,3,yes,250,-250,21
is the same as,1,is opposite to,3,,,,3,the same as,1,no,250,-250,21
is the same as,1,is opposite to,3,,,,1,the same as,3,no,250,-250,21
