stim_1_id,relation_1,stim_2_id,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,stim_7_id,relation_4,stim_8_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,q_word,yes_x_coord,no_x_coord,stage
1,contains,2,2,contains,3,,,,,,,1,contain,2,yes,Does,250,-250,83
1,contains,2,2,contains,3,,,,,,,1,contain,3,yes,Does,250,-250,83
1,contains,2,2,contains,3,,,,,,,2,contain,3,yes,Does,250,-250,83
1,contains,2,2,contains,3,,,,,,,3,contain,1,no,Does,250,-250,83
1,contains,2,2,contains,3,,,,,,,3,contain,2,no,Does,250,-250,83
1,contains,2,2,contains,3,,,,,,,2,contain,1,no,Does,250,-250,83
1,contains,2,2,contains,3,,,,,,,1,contain,2,yes,Does,-250,250,83
1,contains,2,2,contains,3,,,,,,,1,contain,3,yes,Does,-250,250,83
1,contains,2,2,contains,3,,,,,,,2,contain,3,yes,Does,-250,250,83
1,contains,2,2,contains,3,,,,,,,3,contain,1,no,Does,-250,250,83
1,contains,2,2,contains,3,,,,,,,3,contain,2,no,Does,-250,250,83
1,contains,2,2,contains,3,,,,,,,2,contain,1,no,Does,-250,250,83
