relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,yes_x_coord,no_x_coord,stage
is more than , 3,is more than ,1, 2,is more than ,4,1, more than ,4,yes,250,-250,50
is more than , 3,is more than ,1, 2,is more than ,4,4, more than ,1,no,250,-250,50
is more than , 3,is more than ,1, 2,is more than ,4,1, less than ,4,no,250,-250,50
is more than , 3,is more than ,1, 2,is more than ,4,4, less than ,1,yes,250,-250,50
is more than , 2,is more than ,4, 3,is more than ,1,3, more than ,2,yes,250,-250,50
is more than , 2,is more than ,4, 3,is more than ,1,2, more than ,3,no,250,-250,50
is more than , 2,is more than ,4, 3,is more than ,1,3, less than ,2,no,250,-250,50
is more than , 2,is more than ,4, 3,is more than ,1,2, less than ,3,yes,250,-250,50
is more than , 3,is more than ,1, 4,is more than ,3,4, more than ,1,yes,250,-250,50
is more than , 3,is more than ,1, 4,is more than ,3,1, more than ,4,no,250,-250,50
is more than , 3,is more than ,1, 4,is more than ,3,4, less than ,1,no,250,-250,50
is more than , 3,is more than ,1, 4,is more than ,3,1, less than ,4,yes,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,1, more than ,3,yes,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,3, more than ,1,no,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,1, less than ,3,no,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,3, less than ,1,yes,250,-250,50
is more than , 3,is more than ,1, 2,is more than ,4,3, more than ,2,yes,250,-250,50
is more than , 3,is more than ,1, 2,is more than ,4,2, more than ,3,no,250,-250,50
is more than , 3,is more than ,1, 2,is more than ,4,3, less than ,2,no,250,-250,50
is more than , 3,is more than ,1, 2,is more than ,4,2, less than ,3,yes,250,-250,50
is more than , 4,is more than ,1, 2,is more than ,3,3, less than ,1,yes,250,-250,50
is more than , 4,is more than ,1, 2,is more than ,3,1, less than ,3,no,250,-250,50
is more than , 4,is more than ,1, 2,is more than ,3,3, more than ,1,no,250,-250,50
is more than , 4,is more than ,1, 2,is more than ,3,1, more than ,3,yes,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,4, less than ,1,yes,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,1, less than ,4,no,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,4, more than ,1,no,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,1, more than ,4,yes,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,4, less than ,1,yes,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,1, less than ,4,no,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,4, more than ,1,no,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,1, more than ,4,yes,250,-250,50
is more than , 3,is more than ,4, 4,is more than ,1,3, more than ,1,yes,250,-250,50
is more than , 3,is more than ,4, 4,is more than ,1,1, more than ,3,no,250,-250,50
is more than , 3,is more than ,4, 4,is more than ,1,3, less than ,1,no,250,-250,50
is more than , 3,is more than ,4, 4,is more than ,1,1, less than ,3,yes,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,3, less than ,1,yes,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,1, less than ,3,no,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,3, more than ,1,no,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,1, more than ,3,yes,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,4, more than ,2,yes,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,2, more than ,4,no,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,4, less than ,2,no,250,-250,50
is more than , 2,is more than ,3, 4,is more than ,1,2, less than ,4,yes,250,-250,50
is more than , 3,is more than ,4, 2,is more than ,3,3, less than ,1,yes,250,-250,50
is more than , 3,is more than ,4, 2,is more than ,3,1, less than ,3,no,250,-250,50
is more than , 3,is more than ,4, 2,is more than ,3,3, more than ,1,no,250,-250,50
is more than , 3,is more than ,4, 2,is more than ,3,1, more than ,3,yes,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,2, more than ,4,yes,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,4, more than ,2,no,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,2, less than ,4,no,250,-250,50
is more than , 2,is more than ,3, 3,is more than ,4,4, less than ,2,yes,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,3, less than ,2,yes,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,2, less than ,3,no,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,3, more than ,2,no,250,-250,50
is more than , 4,is more than ,3, 2,is more than ,4,2, more than ,3,yes,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,2, more than ,3,yes,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,3, more than ,2,no,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,2, less than ,3,no,250,-250,50
is more than , 2,is more than ,4, 4,is more than ,3,3, less than ,2,yes,250,-250,50
