relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,yes_x_coord,no_x_coord,stage
komt voor,2,komt voor,3,3,komt voor,4,1,na,3,no,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,3,na,1,yes,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,1,voor,3,yes,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,3,voor,1,no,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,2,na,4,no,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,4,na,2,yes,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,2,voor,4,yes,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,4,voor,2,no,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,1,na,4,no,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,4,na,1,yes,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,1,voor,4,yes,-250,250,73
komt voor,2,komt voor,3,3,komt voor,4,4,voor,1,no,-250,250,73
