relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,yes_x_coord,no_x_coord,stage
is minder dan,2,is minder dan,3,,,,1,meer dan,2,no,-250,250,44
is minder dan,2,is minder dan,3,,,,2,meer dan,3,no,-250,250,44
is minder dan,2,is minder dan,3,,,,1,meer dan,3,no,-250,250,44
is minder dan,2,is minder dan,3,,,,2,meer dan,1,yes,-250,250,44
is minder dan,2,is minder dan,3,,,,3,meer dan,2,yes,-250,250,44
is minder dan,2,is minder dan,3,,,,3,meer dan,1,yes,-250,250,44
is minder dan,3,is minder dan,2,,,,1,meer dan,2,no,-250,250,44
is minder dan,3,is minder dan,2,,,,2,meer dan,3,yes,-250,250,44
is minder dan,3,is minder dan,2,,,,2,meer dan,1,yes,-250,250,44
is minder dan,3,is minder dan,2,,,,3,meer dan,2,no,-250,250,44
is minder dan,3,is minder dan,1,,,,1,meer dan,2,no,-250,250,44
is minder dan,3,is minder dan,1,,,,2,meer dan,3,yes,-250,250,44
is minder dan,3,is minder dan,1,,,,1,meer dan,3,yes,-250,250,44
is minder dan,3,is minder dan,1,,,,2,meer dan,1,yes,-250,250,44
is minder dan,3,is minder dan,1,,,,3,meer dan,2,no,-250,250,44
is minder dan,3,is minder dan,1,,,,3,meer dan,1,no,-250,250,44
is minder dan,1,is minder dan,3,,,,1,meer dan,2,no,-250,250,44
is minder dan,1,is minder dan,3,,,,1,meer dan,3,no,-250,250,44
is minder dan,1,is minder dan,3,,,,2,meer dan,1,yes,-250,250,44
is minder dan,1,is minder dan,3,,,,3,meer dan,1,yes,-250,250,44
