relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,yes_x_coord,no_x_coord,stage
je nasprotno,2,je nasprotno,3,,,,3,enako,1,yes,250,-250,15
je nasprotno,2,je nasprotno,3,,,,1,enako,3,yes,250,-250,15
je nasprotno,2,je nasprotno,3,,,,3,enako,2,no,250,-250,15
je nasprotno,2,je nasprotno,3,,,,2,enako,3,no,250,-250,15
je nasprotno,3,je nasprotno,2,,,,3,enako,1,yes,250,-250,15
je nasprotno,3,je nasprotno,2,,,,1,enako,3,yes,250,-250,15
je nasprotno,3,je nasprotno,2,,,,3,enako,2,no,250,-250,15
je nasprotno,3,je nasprotno,2,,,,2,enako,3,no,250,-250,15
je nasprotno,1,je nasprotno,3,,,,3,enako,1,no,250,-250,15
je nasprotno,1,je nasprotno,3,,,,1,enako,3,no,250,-250,15
je nasprotno,1,je nasprotno,3,,,,3,enako,2,yes,250,-250,15
je nasprotno,1,je nasprotno,3,,,,2,enako,3,yes,250,-250,15
je nasprotno,3,je nasprotno,1,,,,3,enako,1,no,250,-250,15
je nasprotno,3,je nasprotno,1,,,,1,enako,3,no,250,-250,15
je nasprotno,3,je nasprotno,1,,,,3,enako,2,yes,250,-250,15
je nasprotno,3,je nasprotno,1,,,,2,enako,3,yes,250,-250,15
je nasprotno,1,je nasprotno,3,,,,2,enako,1,no,250,-250,15
je nasprotno,1,je nasprotno,3,,,,1,enako,2,no,250,-250,15
je nasprotno,3,je nasprotno,1,,,,2,enako,1,no,250,-250,15
je nasprotno,3,je nasprotno,1,,,,1,enako,2,no,250,-250,15
je nasprotno,2,je nasprotno,3,,,,3,enako,1,yes,-250,250,15
je nasprotno,2,je nasprotno,3,,,,1,enako,3,yes,-250,250,15
je nasprotno,2,je nasprotno,3,,,,3,enako,2,no,-250,250,15
je nasprotno,2,je nasprotno,3,,,,2,enako,3,no,-250,250,15
je nasprotno,3,je nasprotno,2,,,,3,enako,1,yes,-250,250,15
je nasprotno,3,je nasprotno,2,,,,1,enako,3,yes,-250,250,15
je nasprotno,3,je nasprotno,2,,,,3,enako,2,no,-250,250,15
je nasprotno,3,je nasprotno,2,,,,2,enako,3,no,-250,250,15
je nasprotno,1,je nasprotno,3,,,,3,enako,1,no,-250,250,15
je nasprotno,1,je nasprotno,3,,,,1,enako,3,no,-250,250,15
je nasprotno,1,je nasprotno,3,,,,3,enako,2,yes,-250,250,15
je nasprotno,1,je nasprotno,3,,,,2,enako,3,yes,-250,250,15
je nasprotno,3,je nasprotno,1,,,,3,enako,1,no,-250,250,15
je nasprotno,3,je nasprotno,1,,,,1,enako,3,no,-250,250,15
je nasprotno,3,je nasprotno,1,,,,3,enako,2,yes,-250,250,15
je nasprotno,3,je nasprotno,1,,,,2,enako,3,yes,-250,250,15
je nasprotno,1,je nasprotno,3,,,,2,enako,1,no,-250,250,15
je nasprotno,1,je nasprotno,3,,,,1,enako,2,no,-250,250,15
je nasprotno,3,je nasprotno,1,,,,2,enako,1,no,-250,250,15
je nasprotno,3,je nasprotno,1,,,,1,enako,2,no,-250,250,15
